Site_ID,Latitude,Longitude,IGSN,Description,Physiographic_Feature_Name,COMID,RawCOMID_Used,Country,Methods_and_Flags,Submission_Contact_Name,Submission_Contact_Email,Origin_Study_Code
S56N,46.6218,-120.6206,10.58052/IEPRS00W8,stream,Cowiche Creek,24423479,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SSS
S57,46.5814,-120.4612,10.58052/IEPRS00UH,stream,Yakima River,23099862,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SSS
S58,46.6856,-120.6553,10.58052/IEPRS00UI,stream,Naches River,24422669,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SSS
S61,47.06101,-121.28535,10.58052/IEPRS00V0,stream,South Fork Little Naches River,24422873,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,N/A
S63,46.041823,-120.573226,10.58052/IEPRS008O,stream,Satus Creek,23100404,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
S63P,46.04551,-120.5679,10.58052/IEPRS00UJ,stream,Bull Creek,23100608,FALSE,United States,COMID_Analysis_00; COMID_06; RawCOMID_23100404; Flag_00,James Stegen,james.stegen@pnnl.gov,N/A
S64,46.25372,-120.95778,10.58052/IEPRS00V1,stream,North Fork Toppenish Creek,23100200,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,N/A
S65,46.73657,-120.90747,10.58052/IEPRS00V2,stream,Indian Creek,24424705,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,N/A
S67,46.855643,-120.483696,10.58052/IEPRS008P,stream,Yakima River,24125193,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
S68,46.855711,-120.484841,10.58052/IEPRS008Q,stream,Umtanum Creek,24126399,FALSE,United States,COMID_Analysis_00; COMID_06; RawCOMID_24125193; Flag_00,James Stegen,james.stegen@pnnl.gov,SPS
S71,46.968185,-120.691204,10.58052/IEPRS008R,stream,Manastash Creek,24126327,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
S72,46.99491,-120.590443,10.58052/IEPRS008S,stream,Manastash Creek,24126315,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
S73,46.98778012,-120.5710861,10.58052/IEPRS008T,stream,Yakima River,24125421,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
S75,47.017577,-120.51748,10.58052/IEPRS008U,stream,Wilson Creek,24131135,TRUE,United States,COMID_Analysis_00; COMID_00; COMID_05,James Stegen,james.stegen@pnnl.gov,SPS
S77,46.625578,-120.583712,10.58052/IEPRS008V,stream,Cowiche Creek,24423479,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
S79,46.763844,-120.456432,10.58052/IEPRS008W,stream,Yakima River,24125115,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
S82,46.53837,-120.480372,10.58052/IEPRS008X,stream,Ahtanum Creek,23099884,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
S83,47.239586,-121.227415,10.58052/IEPRS008Y,stream,Cabin Creek,24126203,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,SPS
SAC-1604,29.602818,-98.540933,10.58052/IEWDR022F,stream,Salado Creek,10840230,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,AV1
SAC-C,29.397379,-98.418744,10.58052/IEWDR0228,stream,Salado Creek,10840440,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,AV1
SAD1,46.721,-71.4754,10.58052/IEWDR01CT,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SAD2,46.7286,-71.4706,10.58052/IEWDR01CU,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SAD3,46.7056,-71.4608,10.58052/IEWDR01CS,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SAR-BP,29.4586,-98.47398,10.58052/IEWDR0224,stream,San Antonio River,10840810,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,AV1
SF01,46.728668,-120.937573,10.58052/IEPRS00ZW,stream,South Fork Oak Creek,24424753,TRUE,United States,COMID_Analysis_01; COMID_00,James Stegen,james.stegen@pnnl.gov,PRT
SORAM1,46.0735,-73.0872,10.58052/IEWDR01C9,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SORAM2,46.0587,-73.0742,10.58052/IEWDR01CB,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SORAM3,46.0612,-73.0749,10.58052/IEWDR01CA,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SORAV1,46.1729,-72.9582,10.58052/IEWDR01CC,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SORAV2,46.1618,-72.9424,10.58052/IEWDR01CE,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SORAV3,46.1372,-72.9493,10.58052/IEWDR01CD,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
SP-1,41.3093,-83.1578,10.58052/IEWDR01L6,stream,Sandusky River,15612718,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-10,32.3505,-111.0953,10.58052/IEWDR01L7,stream,Santa Cruz River,15903137,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-11,38.923901,-106.950572,10.58052/IEWDR021V,stream,East River,1332754,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-12,38.907533,-107.023765,10.58052/IEWDR021U,stream,Slate River,1332224,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-13,32.4713,-111.3042,10.58052/IEWDR01L8,stream,Santa Cruz River,15890430,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-14,46.4979,-84.3742,10.58052/IEWDR01L9,stream,St. Marys River,904020533,FALSE,United States,COMID_Analysis_00; COMID_06; COMID_05; RawCOMID_904020534; Flag_00,James Stegen,james.stegen@pnnl.gov,CM
SP-15,30.4384,-91.1912,10.58052/IEWDR01LA,stream,Mississippi RIver,19088319,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-16,44.640715,-68.445497,10.58052/IEWDR01UA,stream,Crawford Brook,-9999,N/A,United States,COMID_Analysis_01; COMID_07; RawCOMID_2681396; Flag_00,James Stegen,james.stegen@pnnl.gov,CM
SP-17,40.989942,-96.20896,10.58052/IEWDR01UE,stream,Decker Creek,17416738,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-18,44.3676591,-72.9688981,10.58052/IEWDR01UG,stream,Huntington River,4577456,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-19,43.6042604,-116.1946675,10.58052/IEWDR01UH,stream,Boise River,23398865,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-2,41.3166,-102.126,10.58052/IEWDR01LB,stream,North Platte River,17461568,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-20,37.580748,-121.166009,10.58052/IEWDR01XH,stream,San Joaquin,2820034,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-21,38.257823,-121.433908,10.58052/IEWDR01XG,stream,Cosumnes River,1889750,TRUE,United States,COMID_Analysis_01; COMID_02,James Stegen,james.stegen@pnnl.gov,CM
SP-22,32.845656,-87.661434,10.58052/IEWDR01XE,stream,Fivemile Creek Tributary,18208882,TRUE,United States,COMID_Analysis_01; COMID_02,James Stegen,james.stegen@pnnl.gov,CM
SP-23,38.9746,-119.8218,10.58052/IEWDR01L2,stream,West Fork Carson River,8922013,TRUE,United States,COMID_Analysis_01; COMID_02,James Stegen,james.stegen@pnnl.gov,CM
SP-28,33.487858,-88.455436,10.58052/IEWDR01XW,stream,Tennessee Tombigbee Waterway,933160077,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-32,35.86754,-106.52276,10.58052/IEWDR01XV,stream,La Jara Creek,17827558,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-35,29.862373,-82.2833293,10.58052/IEWDR01XQ,stream,Stream 5,2161826,TRUE,United States,COMID_Analysis_01; COMID_02,James Stegen,james.stegen@pnnl.gov,CM
SP-4,33.8277,-79.0449,10.58052/IEWDR01LC,stream,Waccamaw River,9071958,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-45,30.15526,-83.23854,10.58052/IEWDR01XR,stream,Allen Mill Spring Run,-9999,N/A,United States,COMID_Analysis_01; COMID_07; RawCOMID_2230493; Flag_00,James Stegen,james.stegen@pnnl.gov,CM
SP-47,29.93382,-82.79881,10.58052/IEWDR01XS,stream,Ichetucknee River,2161766,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-5,33.684,-84.4153,10.58052/IEWDR01LD,stream,South River,6333706,TRUE,United States,COMID_Analysis_00; COMID_02,James Stegen,james.stegen@pnnl.gov,CM
SP-6,45.0844,-92.7856,10.58052/IEWDR01LE,stream,St. Croix,2649684,FALSE,United States,COMID_Analysis_00; COMID_06; COMID_05; RawCOMID_2648950; Flag_00,James Stegen,james.stegen@pnnl.gov,CM
SP-66,33.56176,-79.08539,10.58052/IEWDR01XX,stream,Cow House Creek,9071892,TRUE,United States,COMID_Analysis_01; COMID_02,James Stegen,james.stegen@pnnl.gov,CM
SP-70,41.950688,-111.580198,10.58052/IEWDR01Y2,stream,Logan River,664126,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-72,41.739155,-111.796376,10.58052/IEWDR01Y3,stream,Logan River,664436,TRUE,United States,COMID_Analysis_01; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-8,44.5505,-123.2497,10.58052/IEWDR01LF,stream,Willamette River,23763009,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
SP-9,44.556,-123.2769,10.58052/IEWDR01LG,stream,Marys River,23762881,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,CM
STA1,46.5744,-72.1006,10.58052/IEWDR01CR,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STA2,46.5685,-72.0997,10.58052/IEWDR01CQ,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STA3,46.5625,-72.1057,10.58052/IEWDR01CP,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STAN1,47.7465,-69.8901,10.58052/IEWDR01D4,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STIR1,47.5506,-70.1852,10.58052/IEWDR01D3,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STJO1,47.4457,-70.3002,10.58052/IEWDR01D2,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STL1,44.8972,-75.1665,10.58052/IEWDR01B3,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STL1.5,44.9537,-74.9918,10.58052/IEWDR01B4,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STL2,45.0061,-74.7747,10.58052/IEWDR01B7,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STM1,46.3501,-72.5302,10.58052/IEWDR01CL,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STM2,46.3473,-72.5271,10.58052/IEWDR01CO,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STM3,46.3456,-72.5168,10.58052/IEWDR01CN,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
STM4,46.3369,-72.518,10.58052/IEWDR01CM,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
T02,46.232095,-119.999,10.58052/IEPRS008Z,stream,Yakima River,23099678,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,RC2
T03,46.530817,-120.470337,10.58052/IEPRS0090,stream,Yakima River,23099844,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,RC2
T05,46.728776,-120.713733,10.58052/IEPRS0091,stream,Naches River,24425579,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,RC2
T05P,46.98904,-121.09921,10.58052/IEPRS0093,stream,Little Naches River,24422823,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,RC2
T06,46.97777,-121.16953,10.58052/IEPRS0094,stream,American River,24422913,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,RC2
T07,46.255319,-119.47405,10.58052/IEPRS0092,stream,Yakima River,947030105,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,RC2
T41,46.72411,-120.70039,10.58052/IEPRS0095,stream,Naches River,24425579,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,RC2
T42,46.72895,-120.71431,10.58052/IEPRS0096,stream,Naches River,24425579,TRUE,United States,COMID_Analysis_00; COMID_00,James Stegen,james.stegen@pnnl.gov,RC2
TAP001,5.53904,-72.72515,10.58052/IEWDR024C,stream,Quebrada Honda_Alta1,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP002,5.53638,-72.72527,10.58052/IEWDR024D,stream,Quebrada_Honda_Alta2,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP003,5.518699252,-72.74022303,10.58052/IEWDR024E,stream,Quebrada_Honda_Media,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP004,5.510267537,-72.74535919,10.58052/IEWDR024F,stream,Quebrada_Honda_Baja,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP005,5.508508616,-72.75387968,10.58052/IEWDR024G,stream,Rio_Cusiana_bajo,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP006,5.587623884,-72.80922587,10.58052/IEWDR024H,stream,Quebrada Iglesia - Baja,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP007,5.63994284,-72.77652725,10.58052/IEWDR024I,stream,Quebrada Iglesia - Nacimiento 1,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP008,5.640136779,-72.77657224,10.58052/IEWDR024J,stream,Quebrada Iglesias - Nacimiento 2,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP009,5.635274329,-72.78295177,10.58052/IEWDR024K,stream,Quebrada Iglesia - AFLagunaSiscunsí,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP010,5.586695965,-72.81550566,10.58052/IEWDR024L,stream,Rio Cusiana - Alto,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP011,-35.35138,-58.06518,10.58052/IEWDR024M,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP012,-35.33126,-58.04946,10.58052/IEWDR024N,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP013,-35.10605,-58.06492,10.58052/IEWDR024O,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP014,-35.01963,-58.3125,10.58052/IEWDR024P,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP015,-35.13125,-58.38567,10.58052/IEWDR024Q,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP016,-35.22513,-58.20402,10.58052/IEWDR024R,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP017,-35.46225,-57.75135,10.58052/IEWDR024S,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP018,-35.4463,-57.71794,10.58052/IEWDR024T,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP019,-35.39921,-57.63398,10.58052/IEWDR024U,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP020,-35.35325,-57.41751,10.58052/IEWDR024V,stream,Samborombón,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP021,-41.19369,-71.83086,10.58052/IEWDR024W,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP022,-41.24552,-71.71306,10.58052/IEWDR024X,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP023,-41.20364,-71.82308,10.58052/IEWDR024Y,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP024,-41.22234,-71.79583,10.58052/IEWDR024Z,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP025,-41.26366,-71.65549,10.58052/IEWDR0250,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP026,-41.2341,-71.75429,10.58052/IEWDR0251,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP027,-41.20873,-71.81725,10.58052/IEWDR0252,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP028,-41.23539,-71.78467,10.58052/IEWDR0253,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP029,-41.25031,-71.70132,10.58052/IEWDR0254,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP030,-41.23143,-71.77024,10.58052/IEWDR0255,stream,Manso Superior,-9999,N/A,Argentina,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP031,-24.279333,-48.412806,10.58052/IEWDR0256,stream,Mirante,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP032,-24.307574,-48.414912,10.58052/IEWDR0257,stream,Carmo,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP033,-24.306556,-48.414694,10.58052/IEWDR0258,stream,Lageado,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP034,-24.308685,-48.409764,10.58052/IEWDR0259,stream,Carmo,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP035,-24.292889,-48.417722,10.58052/IEWDR025A,stream,Água Comprida,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP036,-24.316889,-48.421056,10.58052/IEWDR025B,stream,Inferno,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP037,-24.292306,-48.419222,10.58052/IEWDR025C,stream,N/A,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP038,-24.271917,-48.424556,10.58052/IEWDR025D,stream,Roda d'água,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP039,-24.27225,-48.412722,10.58052/IEWDR025E,stream,Córrego do Lago Nagro,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP040,-24.276306,-48.417806,10.58052/IEWDR025F,stream,N/A,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP041,-22.378441,-47.852495,10.58052/IEWDR025G,stream,Passa Cinco,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP042,-22.345383,-47.847523,10.58052/IEWDR025H,stream,Passa Cinco,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP043,-22.35907,-47.852166,10.58052/IEWDR025I,stream,N/A,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP044,-22.376944,-47.779889,10.58052/IEWDR025J,stream,Lapa,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP045,-22.413771,-47.724598,10.58052/IEWDR025K,stream,Passa Cinco,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP046,-22.412911,-47.737106,10.58052/IEWDR025L,stream,N/A,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP047,-22.389722,-47.744417,10.58052/IEWDR025M,stream,Passa Cinco,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP048,-22.399648,-47.841473,10.58052/IEWDR025N,stream,Passa cinco,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP049,-22.387902,-47.753654,10.58052/IEWDR025O,stream,N/A,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP050,-22.353192,-47.797545,10.58052/IEWDR025P,stream,Pirapetininga,-9999,N/A,Brazil,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP051,2.4942786,-72.6515439,10.58052/IEWDR025Q,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP052,2.4921528,-72.653197,10.58052/IEWDR025R,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP053,2.48898761,-72.6533564,10.58052/IEWDR025S,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP054,2.51769148,-72.641757,10.58052/IEWDR025T,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP055,2.52055266,-72.6400509,10.58052/IEWDR025U,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP056,2.52290333,-72.6387017,10.58052/IEWDR025V,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP057,2.4943768,-72.6386154,10.58052/IEWDR025W,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP058,2.57915033,-72.6012949,10.58052/IEWDR025X,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP059,2.52165097,-72.6213212,10.58052/IEWDR025Y,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP060,2.50636374,-72.6374645,10.58052/IEWDR025Z,stream,Caño Agua Bonita,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP061,2.5240469,-72.6925882,10.58052/IEWDR0260,stream,Quebrada la María,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP064,2.45187399,-72.6915608,10.58052/IEWDR0261,stream,Caño trueno,-9999,N/A,Colombia,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP090,-22.289324,-68.24421,10.58052/IEWDR0262,stream,Rio Salado,-9999,N/A,Chile,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP091,-21.941452,-68.531856,10.58052/IEWDR0263,stream,Rio San Pedro,-9999,N/A,Chile,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP092,-21.937202,-68.612611,10.58052/IEWDR0264,stream,Rio Loa,-9999,N/A,Chile,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP093,-21.99474,-68.608991,10.58052/IEWDR0265,stream,Rio Loa,-9999,N/A,Chile,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP094,-22.371226,-68.656091,10.58052/IEWDR0266,stream,Rio Loa,-9999,N/A,Chile,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP095,-22.276662,-69.561638,10.58052/IEWDR0267,stream,Rio Loa,-9999,N/A,Chile,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP096,-22.396559,-69.527793,10.58052/IEWDR0268,stream,Rio San Salvador,-9999,N/A,Chile,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAP097,-22.396845,-69.52847,10.58052/IEWDR0269,stream,Rio Loa,-9999,N/A,Chile,COMID_08,James Stegen,james.stegen@pnnl.gov,TAP
TAY-RES,38.8183,-106.6086,10.58052/IEWDR00XM,stream,Taylor River below reservoir,1333490,TRUE,United States,COMID_Analysis_00; COMID_02,James Stegen,james.stegen@pnnl.gov,WROL
TAY-TAY,38.8604,-106.567,10.58052/IEWDR00XN,stream,Taylor River at Taylor Park,1333022,TRUE,United States,COMID_Analysis_00; COMID_02,James Stegen,james.stegen@pnnl.gov,WROL
TCL1,45.6656,-73.4644,10.58052/IEWDR01BP,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
